review	tagging
"Maybe phone is good, but the Seller sent me a fake. And very poor quality. Phone stinks. Gold plating is very weak. I&apos;m not satisfied. Tried to contact the Seller to discuss a refund, so he does not reply to me."	0
Maravilhoso smartphones obrigado 	1
Many thanks to my friend fromNY. I delayed paying because of bank and PayPal discomunication..very patient seller..perfect phone like New everything perfect..	1
manca confezione ed accessori x ricaricare cellulare	0
"Malisimo. Me dijeron que el modelo era Nokia 5329 y me envían el Nokia 5230. Malisimo, me siento estafado. .  Too bad, I feel cheated. I was offered the Nokia 5320 and sent the Nokia 5230. Very bad move"	0
"Malisimo, maps compra, quisiera reembolso Por esto, ya no funciona"	0
"Maldito vendedor, dijo que el celular estaba bien y vino con rasguños en la carcasa y al actualizar al android 9 quedó inservible!"	0
"mal vendedor nunca me quiso devolder mi dinero, es un gran mentiroso solo sabe decir que esta en shock pero a la hora de hacer el reembolso nunca me lo hizo desde el 23/11/2012 hice la comprar y todavia no tengo el celular ni tengo el dinero"	0
mal vendedor engaña a la gente tengo la publicación de cuando lo compre dice 32gb 	0
Mal producto que no vale la pena pagarlo	0
Making fraud in expensive items	0
Make sure you test everything about the phone. Mine has some minor issues but over all still kinda good.	0
"Make sure when you send item back, you got the tracking number by trakc and trace with signature. They reckon as a buyer we're not enough efficient to get money back if item is not correctly displayed or described. "	0
"make payment for an item from Saturday, refuse to send the product, I decided to request a refund of my money"	0
"Make a purchase of this device, which did not send it to my address, I have been in contact with the seller and does not solve anything. Does not show concern for my purchase. I really feel like I've been ripped off"	0
"magnifico celular, buena apariencia, fuerte,buena rapidez de coneccion a internet, buen volumen,facil de hacer hard reset,buena bateria, comodo volumen , rapidez buena para 1Gb de ram, se trata de asus, para su 8 Gb, se le compran 32Gbsd card y se pasan las aplicaciones y sus datos y guardar todo en sd card funciona como cualquier celular caro. lo lleve a Cuba y tuvimos que rutearlo, después funcionó como el mejor"	1
Made a friend very happy 	1
Ma cosa si sono fumati questi? Il raccolto annuale di marijuana nel mondo?!?!?!? $ 85 l'oggetto...... $100.00 LA SPEDIZIONE?!?!?!? MA PER PIACERE!!!!! Mi meraviglio di eBay che accetti/ammetta questa cosa!!!!!	0
"LYING SELLER; sold us a Refurbished Phone As New; refused to honor My suggested credit & hasn't honored HIS suggested credit; Now Ignoring My Emails: B4 u buy request inside of phone pic; mine clearly stated REFURBISHED by Assurion.  After seeing prior reviews no way these are errors: Seller Only Values Your Money, Not The Customer."	0
"Luv this phone! Was just about to click ""confirm & pay"" on a used Galaxy 8+, when I figured, ""let's do something different this time"". I haven't dove into every feature, BUT, everything is familiar if you're a current Android user. This is the first phone where I've actually used the fingerprint dilly-bob but it works like gangbusters & makes me wonder why I've never used it before. The screen is crisp, everything is super responsive, & it feels more premium than the price I paid for it. It's SUPER THIN...which, that may be be good or bad for you, but it makes me nervous since I'm a habitual screen cracker, due to putting my phones in my back pocket & then forgetting & sitting on em. I luv that the steps counter is just on, so if I turn the screen on, it's just there & it motivates me to take a quick walk around the neighborhood. Haven't tested video yet but the still camera handles low light a LOT better than I figured it would.   Cons: The super-pretty back of the phone is a fingerprint magnet, but if you plan to get a case...no worries there. There's a few nag notifications from Huawei. Surpised a few words weren't already pre-programmed into swype but type it once & it'll be there next time. Battery life is good, but not mind blowing. Volume isn't bad, but I've had better. Br"	1
"luv the phones, but this one was faulty and returned it with no problems."	1
Luke the title said. Even worse i reached out to seller and nothing. Im a little sad.	0
Low call volume and you can see ghost of apps on screen that should not be there.	0
Loving my phone thanks 	1
lovely phone.you can use forever.THE COVER IS MADE OF RUBBER WHICH MAKES IT MORE DURABLE.USE IT AND PASS IT ON TO YOUR GRAND CHILDREN	1
Loved this phone like all the other Galaxy phones I have had through he years !!	1
